No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
233;Hai Surya,terdapat beebrapa kondisi yang menyebabkan nyeri perut sebelah kanan :1. Gangguan pada hati dan empedu : hepatitis, batu empedu, infeksi kandung empedu, dsb2. Gangguan pada saluran cerna :usus buntu (kanan bawah), divertikulitis, penyakit radang usus (IBD/inflamatory bowel disease), dsb3. Gangguan pada saluran kemih : infeksi saluran kemih, batu saluran kemih4. Pada wanita : gangguan pada organ reproduksi seperti indung telur, tuba,dsb5. Masalah otot , misalnya muscle cramping , sering dicetuskan aktifitas, sensasi seperti tertekan/tertusuk karena aktifitas berlebihan dari otot-tertentu6. Psikogenik7. TumorJika terdapat keraguan, anda dapat memeriksakan diri ke dokter. Selain diwawancara dan pemeriksaan fisik anda dapat diminta untuk melakukan beberapa pemeriksaan sesuai indikasi/kecurigaan penyebab : lab darah rutin, fungsi hati/empedu, px urin , USG dan foto rontgen perut, CT scanBeberapa hal yang dapat anda lakukan untuk mengurangi nyeri saat latihan :1. Lakukan stretching / peregangan yang cukup sebelum mulai berlari2. Hindari makan berlebih 1-2 jam sebelum berlaribeberapa tautan yang mungkin berguna bagi anda sakit perut sakit perut kanan sakit perut kanan bawah demikian yang dapat saya sampaikan. Semoga Bermanfaat.Salam,dr. Rico Novyanto;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
234;Hai Dini, terima kasih untuk pertanyaannya. Sebagai informasi, tekanan darah tinggi atau  hipertens i merupakan kondisi yang berlangsung lama (kronis) dimana terjadi peningkatan tekanan darah pada dinding pembuluh darah arteri. Seseorang dapat didiagnosa menderita hipertensi apabila dalam 2x pengukuran (berturut-turut) di dapatkan hasil tekanan darah yang tinggi. Tekanan darah dapat meningkat sementara apabila dipengaruhi oleh aktivitas fisik (seperti habis berolahraga) dan emosi (panik, stres, dan tegang). Peningkatan sementara ini bukan sesuatu yang perlu dikhawatirkan. Namun, pada kasus Anda masih belum diketahui peningkatan tekanan darah tersebut apakah sementara atau tidak. Beberapa kondisi yang dapat menyebabkan keluhan (tekanan darah tinggi dan jantung berdebar) yang dialami, diantaranya: Hipertensi sekunder , dimana hipertensi dapat disebabkan adanya kondisi lain pada tubuh, seperti gangguan pada kelenjar adrenal, penyakit ginjal, efek samping obat-obatan, sleep apnea, masalah pada kelenjar tiroid dan paratiroid, dsb Hipertensi primer (faktor penyebab hipertensi masih belum jelas) Adanya masalah pada jantung, seperti gangguan irama jantung, serangan jantung, dsb. Terutama jika detak jantung cepat dan berdebar diikuti sesak napas, nyeri dada, lemas, dan pusing Serangan panik,  terutama jika jantung berdebar disertai rasa takut yang berlebihan dan dipicu penyebab tertentu Aktivitas fisik yang berlebihan seperti olahraga Peningkatan hormon tertentu, seperti saat kehamilan atau menstruasi, hormon adrenalin saat stres Kondisi medis lain, seperti anemia, hipertiroid, dehidrasi   Terlalu banyak kemungkinan kondisi yang mendasari keluhan yang Dinni alami. Oleh karena itu, sangat disarankan untuk memeriksakan diri ke dokter guna evaluasi lebih lanjut. Pastikan 30 menit sebelum tekanan darah diukur, Anda tidak berolahraga, merokok, atau minum minuman berkafein agar hasil lebih akurat. Selain pengukuran tekanan darah, dokter juga mungkin melakukan pemeriksaan fisik dan penunjang lain (seperti tes darah, rekam jantung, dsb) apabila diperlukan. Dokter kemudian akan memberikan terapi yang sesuai. Artikel mengenai  tekanan darah normal  dapat dibaca sebagai tambahan. Sekian, semoga bermanfaat. dr. Sonia L;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
235;Hai, Vertigo  ditandai dengan sensasi pusing berputar terhadap diri sendiri atau sekelilingnya. Gejala yang dapat menyertai vertigo seperti hilang keseimbangan sehingga susah berdiri atau berjalan, mual muntah, berkeringat, atau nistagmus (gerakan mata tidak normal). Sakit kepala  memiliki berbagai penyebab, diantaranya:   migrain   sakit kepala tegang , misalnya kurang istirahat, stres, terlambat makan   gangguan pembuluh darah atau persarafan Usahakan untuk memiliki pola makan teratur. Konsumsi makanan bergizi dengan menu sehat dan seimbang. Perbanyak minum air mineral. Memiliki waktu istirahat yang cukup. Hindari stres. Batasi kafein/ alkohol, tidak merokok.Untuk mengetahui kondisi kesehatan lebih lanjut, disarankan untuk periksa ke dokter. Pemeriksaan fisik dan tes penunjang seperti tes darah atau CT  scan , dapat membantu untuk mengetahui penyebab medis yang mendasari. Sehingga dapat segera diberikan pengobatan yang tepat. Semoga bermanfaat,dr. Jessica;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
236;Alo Repe, Terima kasih atas pertanyaannya. Berdasarkan riwayat keluhan yang Anda sampaikan, berikut merupakan beberapa kemungkinan penyebab dari keluhan tersebut, seperti: Otitis eksterna, atau infeksi pada liang telinga. Otitis media , atau infeksi pada liang telinga bagian dalam. Serumen prop, atau penumpukan maupun sumbatan kotoran telinga. Kondisi-kondisi di atas terjadi oleh karena beberapa faktor, seperti sering mengorek-ngorek telinga, cedera pada telinga, sering mendengarkan suara terlalu keras, atau adanya riwayat infeksi saluran napas atas. Apabila Anda sudah mendapatkan pengobatan dari dokter berupa tetes telinga, pastikan gunakan obat tersebut sesuai dengan anjuran yang tertera di kemasan, dan pada dasarnya obat tetes relatif akan terserap atau keluar dengan sendirinya secara perlahan. Namun, apabila keluhan masih muncul, sebaiknya lakukan kontrol ulang ke dokter spesialis THT agar dokter dapat mengevaluasi keluhan lebih lanjut dan memberikan pengobatan alternatif atau tambahan. Berikut anjuran yang dapat Anda lakukan, seperti: Meminum obat pereda nyeri seperti parasetamol. Menghindari melakukan manipulasi pada telinga, seperti menyentuh, atau mengorek-ngorek telinga. Menghindari mengorek telinga dengan cotton bud . Cukup membersihkan bagian luar telinga dengan tisu. Menghindari mendengarkan musik dengan earphone . Menjaga agar telinga kering, jangan memasukkan air ke dalamnya. Jangan berenang terlebih dahulu. Semoga informasi ini dapat membantu dan semoga lekas sembuh ya. Salam.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
237;Hello,Untuk mengetahui lebih jelas mengenai efek samping masturbasi dan melakukan hubungan seksual yang berlebihan, para peneliti bidang kesehatan masih harus melakukan banyak penelitian guna mendapatkan data yang akurat dan valid.Banyak peneliti menyebutkan bahwa melakukan masturbasi merupakan hal yang baik, tetapi di sisi lain dapat meningkatkan perasaan bersalah pada beberapa individu. Dari beberapa penelitian yang sudah terbit, beberapa efek negative jika melakukan masturbasi berlebihan adalah :   Menurunkan jumlah sperma dalam cairan semen   Menurunkan sensitifitas dan memperlama waktu mencapai ejakulasi   Dapat menyebabkan pembengkakan dan luka pada organ intim   Mempengaruhi hubungan social   Kurangnya konsentrasi dan kemampuan mengingat   Beberapa penelitian menyebutkan gangguan kesehatan dapat terjadi seperti :   Kelelahan   Nyeri punggung   Ejakulasi dini   Nyeri pada testis   Nyeri pada panggul Namun melakukan hubungan seksual  secara aman, setia pada satu pasangan dan teratur merupakan tindakan yang menyehatkan. Efek samping secara biologis kurang lebih sama dengan efek negative yang diperkirakan akan timbul jika melakukan masturbassi yang terlalu sering.Semoga dapat bermanfaat.Salam,dr Henry Andrean;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
238;Halo Ani,Sebaiknya semua suplemen atau vitamin yang akan dikonsumsi dikonsultasikan terlebih dahulu yang kepada dokter Anda, khususnya dokter spesialis Kulit, mengenai manfaat dan efek samping, serta kontra indikasi (tidak boleh dikonsumsi pada....) dari obat tersebut, Ani. Kolagen, seperti yang Anda konsumsi, memiliki efek yang sebenarnya untuk menjaga kekencangan dari kulit, bukan untuk mencerahkan kulit, sehingga bisa saja keluhan ini tidak berhubungan dengan konsumsi suplemen yang Anda gunakan ini.beberapa kondisi yang dapat mengakibatkan kulit menjadi putih atau mengalami hipopigmentasi antara lain:   adanya kelainan pigmen pada kulit, misalnya pada penyakit  vitiligo   Infeksi Malasezzia Furfur yang akan menyebabkan terjadinnya  panu  pada kulit   adanya peregangan kulit berlebihan yang disebabkan oleh jaringan kolagen yang jarang   Ptryriasis Alba   Penggunaan krim atau obat yang mengandung Hydroquinone dan tretinoin   Infeksi Mycobacterium Leprae/ Kusta   dll saya sarankan sebaiknya, jika memang Anda mencurigai adanya hubungan antara pengonsumsian obat ini kepada kondisi yang Anda alami saat ini, sebaiknya hentikan penggunaannya, dan periksakan diri Anda kepada dokter spesialis kulit ya, Ani. konsumsilah makanan sehat seperti sayuran dan buah-buahan yang banyak mengandung vitamin A, B, C, D, dan E, serta Omega 3, dll. jangan lupa untuk beroahraga agar kondisi fisik Anda dapat terjaga ya, Ani. Semoga membantu ya.Salam,dr Otniel Budi Krisetya;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
239;Alo Dara Sidrati! Terima kasih telah menggunakan layanan konsultasi Alodokter. Untuk menentukan suatu produk kosmetik ataupun produk skincare atau perwatan kulit wajah aman untuk digunakan, diperlukan penelitian dan pembuktian secara medis. Walaupun komposisi yang terkandung di dalamnya masing-masing telah diketahui memiliki efek yang baik dan aman (karena merupakan bahan alam), terdapat beberapa faktor yang perlu untuk dikonfirmasi kembali, seperti kadar (dosis) masing-masing kandungan tersebut, interaksi antar satu zat dengan zat lain, efeknya secara bersama-sama terhadap kulit, dan juga zat-zat tambahan lain (belum anda cantumkan secara detail pada pertanyaan anda). Oleh karena itu, masker madu yang anda maksud belum dapat disimpulkan aman atau sebaiknya digunakan. Beberapa saran kami untuk menjaga kesehatan kulit anda antara lain: Mengonsumsi makanan bergizi, terutama vitamin dan mineral yang baik untuk kulit. Lebih disarankan untuk banyak mengonsumsi buah dan sayuran. Minum air putih dalam jumlah yang cukup Membersihkan wajah secara rutin, sekurangnya 2 kali dalam sehari, menggunakan sabun wajah yang ringan Menggunakan produk-produk yang telah terdaftar dalam daftar BPOM. Anda dapat mengecek nama produk yang anda gunakan. Menghindari produk yang mengandung merkuri (bersifat pemutih) Gunakan tabir surya ketika banyak terpapar sinar matahari Hindari stres Jika anda mengalami masalah kulit tertentu, seperti jerawat, komedo, dll, atau ingin mengetahui lebih lanjut mengenai produk-produk yang dapat digunakan, anda juga dapat berkonsultasi langsung dengan  dokter spesialis kulit . Demikian, semoga dapat bermanfaat.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
240;Halo,Keluhan yang Anda alami disebut sebagai  hiperhidrosis , yaitu kondisi di mana tubuh berkeringat berlebihan. Hiperhidrosis dapat dibagi menjadi 2 yaitu:   Hiperhidrosis primer , yaitu keringat berlebih yang terjadi pada area tubuh tertentu (ketiak, telapak tangan atau kaki, kepala, wajah). Penyebabnya tidak diketahui, namun diduga berkaitan dengan hiperaktivitas saraf yang mengatur kelenjar keringat.   Hiperhidrosis sekunder , keringat berlebihan terjadi di seluruh tubuh. Kondisi ini disebabkan oleh adanya penyakit lain yang mendasari seperti:   Gangguan tiroid   Tuberkulosis/TBC   Diabetes   Gagal jantung   Keganasan/kanker   dan sebagainya Penanganan bagi hiperhidrosis sekunder akan ditujukan untuk mengatasi penyakit yang mendasarinya. Sedangkan hiperhidrosis primer umumnya dapat ditangani dengan pemberian antiperspirant, obat antikolinergik, prosedur iontophoresis, injeksi botox dan sebagainya.Sebaiknya Anda berkonsultasi dengan dokter agar penyebab keluhan yang Anda alami dapat ditelusuri. Melalui pemeriksaan fisik dan tes penunjang tertentu (tes darah, tes urine, tes thermoregulatory dan sebagainya) dokter akan menganalisis penyebabnya sehingga penanganan yang tepat dapat diberikan.Berikut ini anjuran yang dapat Anda lakukan:   Kenakan pakaian yang longgar, tidak terlalu tebal, dan dapat menyerap keringat dengan baik   Hindari memakai baju berwarna gelap karena cenderung menyerap panas   Mandi secara teratur untuk menjaga tubuh tetap sejuk   Gunakan antiperspirant berbentuk roll-on atau spray   Perbanyak konsumsi air putih 8-10 gelas sehari untuk mencegah dehidrasi   Hindari konsumsi makanan yang panas, pedas, atau berempah yang dapat memicu keringat Baca laman artikel berikut ini: Mengenali keringat berlebih dan cara mengatasinya Penyakit serius ternyata bisa jadi penyebab keringat berlebih Demikian semoga bermanfaat.dr. Muliani Sukiman;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
241;Halo Ukit, Posisi tidur saat hamil muda dapat membantu ibu untuk lebih nyenyak tidur sehingga mendukung kehamilan agar tetap sehat. Beberapa posisi tidur yang dianjurkan diantaranya adalah: Posisi tidur miring ke arah kiri karena posisi ini dapat meningkatkan aliran darah dan nutrisi pada plasenta dan janin, untuk lebih nyamannya dapat menekuk kaki dan lutut dan sandarkan pada bantal atau guling diantara kaki agar lebih nyaman. Jika mengalami sesak dan nyeri punggung juga baik untuk memilih posisi tidur miring Posisi setengah duduk dengan kepala dan punggung disangga bantal, posisi ini dapat membantu ibu yang mengalami nyeri ulu hati akibat hormonal Selain posisi tidur yang dianjurkan,  posisi tidur  yang sebaiknya dihindari pun perlu diperhatikan seperti posisi tidur terlentang karena dapat membuat pembuluh darah terbebani sehingga jantung bekerja lebih berat. Tidur tengkurap pun sebaiknya dihindari karena dapat menekan perut.  Berhubungan intim selama kehamilan perlu diwaspadai pada beberapa kondisi karena dapat menimbulkan  bahaya pada kehamilan  seperti jika mengalami pendarahan selama kehamilan, memiliki riwayat persalinan prematur sebelumnya, memiliki masalah letak plasenta seperti  plasenta previa  karena dapat menimbulkan perdarahan, hindari jika memiliki penyakit menular seksual. Jika kehamilan normal maka berhubungan seksual dapat tergolong aktivitas yang aman tetapi tentunya tetap dalam batasan dan mencari posisi yang aman dan nyaman, komunikasikan pada pasangan anda jika merasa tidak nyaman. Semoga bermanfaat, dr. Adhi P.;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
242;Halo Wahyu, terimakasih telah bertanya di Alodokter. Gangguan siklus menstruasi  yang Anda alami memiliki banyak faktor penyebab, antara lain :   Gangguan hormon   Faktor psikis   Gangguan nutrisi, seperti diet ketat   Berat badan yang terlalu kurus atau terlalu gemuk, perubahan berat badan yang drastis   Olahraga yang berlebihan   Akibat penyakit tertentu, seperti infeksi rahim, kista, fibroid, gangguan tiroid, sindrom polikistik ovarium Jika hal ini baru Anda alami, maka kemungkinan besar gangguan hormon adalah penyebabnya. Tapi jika hal ini sering Anda alami bahkan terjadi setiap bulannya, maka Anda perlu melakukan pemeriksaan ke dokter kandungan, untuk mencari penyebab dasarnya, apakah terdapat penyakit tertentu. Dengan mengetahui penyebabnya secara dini, maka penanganan akan lebih mudah dilakukan untuk menghindari perjalanan penyakit menjadi semakin beresiko.Untuk masalah lendir vagina, berdasarkan informasi yang Anda berikan, yaitu berwarna bening, kental dan tidak berbau, kemungkinan itu adalah lendir yang keluar saat Anda berada di masa subur. Ciri lainnya lendir itu licin, kental dan sulit putus jika ditarik. Kemungkinan penyebab lain dari keluarnya lendir vagina adalah  keputihan  yang disebabkan oleh :   Infeksi jamur   Infeksi bakteri   Infeksi parasit   Infeksi menular seksual, seperti herpes, sifilis, gonore Lakukan saran-saran di bawah ini :   Perbanyak konsumsi air putih dan asupan yang seimbang   Kelola stress dengan bijak   Olahraga teratur   Memakai celana yang tidak ketat   Bilas vagina setelah buang air dengan cara yang benar yaitu dari depan ke belakang, kemudian mengeringkannya dengan handuk bersih   Sering mengganti celana dalam jika lembap  Sekian, semoga membantu.Salam,dr. Vita;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
243;Selamat sore, terima kasih telah bertanya di Alodokter. Umur virus covid bertahan didalam tubuh seseorang bisa memakan waktu lebih dari 2 minggu, bahkan bisa lebih dari sebulan, tergantung dari bagaimana kondisi fisik dan penanganan yang pasien tersebut terima. Kurun waktu 2 minggu yang sering kita dengar dan dijadikan patokan selama ini adalah masa inkubasi atau periode inkubasi penyakit. Yang artinya, berapa lama waktu yang dibutuhkan oleh virus dari pertama kali ia muncul, sampai pada akhirnya ia berkembang biak cukup banyak untuk kemudian memunculkan gejala. Bagi virus corona, waktunya 2 minggu. Jadi jika seseorang dicurigai terkena infeksi virus corona, ia diminta untuk isolasi diri selama 2 minggu untuk nantinya dipastikan lagi, jika setelah 2 minggu ia tidak mengalami gejala apapun dan hasilnya negatif, berarti ia memang terbebas dari virus tersebut. Sebaliknya, jika ternyata setelah 2 minggu isolasi mandiri gejalanya menetap atau memburuk, ia harus melakukan pemeriksaan lebih lanjut, dan kali ini mungkin akan dirawat di rumah sakit. Periode isolasi mandiri selama 2 minggu juga bertujuan untuk menghindari virus tersebut menempel dan menulari orang lain selama virusnya masih ada pada tubuh orang terkait. Itulah sebabnya isolasi mandiri itu penting, karena manfaatnya tidak hanya sebagai tolak ukur perkembangan penyakit pada diri sendiri, melainkan juga untuk melindungi orang lain. Sekian, semoga menjawab pertanyaan Anda.;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
